11,23,5,10,4,20,18,13,18,22,2,11,25,24,13,6,1,14,15,1;14,14,5,7,24,24,14,10,13,15,8,25,10,4,3,5,7,6,21,10
9,16,15,7,23,20,10,15,18,6,4,25,7,13,4,5,8,6,23,18;23,18,1,20,19,12,15,17,25,7,23,18,15,11,13,2,1,25,16,14
10,11,4,25,10,11,3,7,2,12,12,11,4,8,22,14,23,18,12,4;11,7,3,15,12,8,15,7,13,25,18,21,14,10,19,11,19,18,10,13
13,4,18,12,13,18,3,13,20,13,1,23,15,9,20,8,20,21,8,10;3,9,6,22,3,9,11,3,2,24,20,4,4,24,17,9,11,13,1,9
13,25,7,5,23,7,23,4,4,18,9,9,12,6,16,15,8,8,22,20;18,25,6,17,22,4,11,16,16,18,16,7,3,23,21,18,5,6,19,9
12,17,17,3,16,9,13,5,4,2,10,23,22,18,7,15,17,24,5,12;2,4,4,5,17,19,12,25,1,9,4,25,9,3,8,15,24,25,15,10
12,11,6,19,1,1,9,21,12,8,18,9,19,15,2,24,5,11,19,22;15,20,5,25,10,13,12,13,14,5,25,2,5,1,12,24,17,18,7,10
15,6,23,7,4,5,8,4,3,9,9,19,5,16,25,18,2,14,15,4;7,22,9,7,1,16,8,9,5,1,2,11,23,16,10,22,9,14,22,8
15,24,10,24,14,22,2,21,12,15,17,7,2,13,19,2,17,1,4,16;22,11,8,2,19,12,9,24,19,20,22,13,20,14,13,6,3,7,16,7
14,19,22,23,7,24,17,21,12,24,19,21,11,25,9,24,23,18,11,6;6,16,7,14,15,25,9,6,4,14,10,9,25,21,1,3,22,1,11,9
14,12,9,16,19,15,13,13,20,4,1,7,8,22,5,9,12,5,25,18;19,6,8,9,8,20,10,19,17,7,6,9,24,20,5,12,16,19,5,8
17,7,25,1,22,19,12,21,12,6,16,17,17,23,3,2,8,10,21,24;13,9,12,16,22,23,8,15,7,4,8,18,14,9,3,9,7,12,21,4
18,1,14,19,7,11,6,13,20,11,24,3,16,20,21,12,24,20,9,10;1,24,11,14,15,17,6,5,20,25,4,20,13,8,6,19,1,7,13,4
16,18,24,17,1,13,23,13,20,20,25,19,24,7,14,11,5,11,18,1;10,2,9,24,13,7,9,12,5,16,18,15,18,13,19,15,22,2,10,7
17,14,11,10,10,3,16,4,3,25,8,5,20,4,8,18,20,23,7,12;23,18,11,21,6,3,7,2,18,10,12,18,17,11,22,25,14,19,2,5
2,1,4,14,1,22,7,7,25,9,15,8,22,2,5,8,9,4,24,10;8,1,18,21,16,1,22,19,16,10,12,19,16,13,25,20,19,11,12,21
2,20,18,5,13,14,1,24,8,14,23,20,19,21,25,15,22,14,13,23;21,17,19,16,9,21,22,9,4,3,8,21,13,11,6,4,12,5,4,21
1,14,3,4,4,16,16,24,8,23,24,10,3,11,16,14,6,7,21,14;5,21,18,4,6,12,23,16,17,20,21,17,18,16,16,1,8,23,2,22
1,7,15,21,16,6,12,15,16,3,7,22,25,5,9,24,19,17,10,25;20,10,17,24,23,5,23,6,3,14,17,17,17,14,20,10,25,18,19,21
4,2,6,9,19,12,11,24,10,3,21,6,12,8,7,17,16,22,6,6;12,12,21,6,14,8,21,2,19,12,19,1,7,4,18,7,17,11,9,19
4,21,20,25,4,1,7,15,18,8,4,17,8,3,3,2,4,7,20,16;25,3,22,3,7,4,20,15,7,6,14,3,6,3,24,17,11,6,3,19
3,13,5,23,22,3,22,15,16,17,5,8,18,17,18,24,13,25,3,8;11,7,20,14,2,17,21,22,18,22,2,23,12,8,9,13,6,23,23,20
3,9,19,16,7,20,15,7,25,23,13,20,15,12,14,8,1,10,17,20;24,23,19,11,21,13,21,12,6,18,23,1,10,6,15,23,23,18,17,20
6,2,11,3,10,24,15,15,18,24,5,4,24,15,10,2,23,16,13,25;16,25,23,16,12,15,19,8,20,14,25,9,1,23,11,20,15,12,8,16
7,23,23,21,22,16,10,7,2,5,12,15,23,10,6,11,13,25,2,12;4,14,24,13,5,9,17,21,8,8,21,10,25,19,17,5,9,5,25,16
5,15,8,18,14,18,25,7,2,14,14,4,5,24,21,9,19,19,9,4;15,19,23,23,25,24,20,5,21,2,10,5,5,1,2,1,4,24,20,17
6,8,22,11,25,10,21,23,10,19,22,17,2,19,17,18,10,4,24,14;3,9,22,20,18,20,18,18,9,21,4,7,2,24,8,11,23,19,14,16
8,3,13,23,3,14,20,7,2,21,11,2,13,22,15,12,4,9,19,20;20,12,1,25,10,21,16,14,23,17,6,16,19,14,4,8,15,12,5,14
9,22,25,16,13,5,14,23,10,1,19,13,10,17,8,21,20,21,9,6;10,2,2,23,1,16,14,4,12,13,2,16,16,13,10,17,7,5,24,14
7,16,12,12,7,7,4,23,10,10,20,2,20,6,1,20,1,12,16,22;19,5,24,8,23,5,17,11,22,4,16,12,22,18,20,14,2,24,19,15
8,10,24,5,17,22,25,15,18,15,3,15,17,1,19,3,16,22,5,8;7,21,25,5,16,25,16,1,10,23,12,14,20,16,1,24,21,17,11,15
3,11,15,1,7,13,7,2,7,12,4,6,11,8,19,3,19,2,3,22;7,17,23,17,10,6,22,24,18,20,16,3,3,21,18,1,25,15,9,18
4,4,4,19,17,4,3,18,16,17,12,18,10,2,14,12,9,14,17,7;20,8,24,12,3,25,20,12,6,14,12,5,1,19,23,10,19,8,3,17
2,23,14,17,11,6,18,19,14,1,11,6,17,17,5,11,16,6,25,24;4,10,23,25,23,15,23,21,16,5,1,1,7,24,9,7,12,2,23,20
3,17,3,8,22,23,14,10,22,7,21,18,14,13,25,19,6,17,14,12;19,1,22,20,16,11,21,9,5,24,20,1,6,23,14,16,6,22,15,18
5,12,19,20,23,2,13,18,15,8,10,2,25,15,24,13,3,21,10,16;11,3,1,2,7,12,19,5,19,22,22,10,21,14,13,13,23,16,6,16
6,6,6,13,10,19,7,10,24,14,18,16,22,9,17,22,16,8,24,3;24,19,2,24,1,7,17,20,7,16,18,12,20,11,16,23,17,8,25,16
4,25,18,12,4,21,24,10,24,23,20,4,6,24,8,21,23,24,6,20;8,21,1,10,21,20,20,2,19,8,7,8,25,18,4,20,12,3,20,17
5,18,5,2,14,10,17,2,7,3,2,16,3,18,3,5,13,11,21,5;23,12,25,7,14,16,19,15,8,4,3,10,22,16,7,4,4,21,14,16
8,13,22,15,17,17,17,10,24,5,19,25,15,22,1,24,10,14,16,11;15,14,4,12,3,19,16,11,22,25,5,19,15,6,6,1,21,16,5,15
8,7,11,8,1,6,12,2,7,10,2,14,11,16,20,8,23,1,6,22;3,5,5,9,22,15,17,1,10,19,24,19,11,4,9,11,15,9,22,12
